Loops,Steps,Time,AvgLoss,MeanReward,StdReward,TotalReward,Flags
3246,6647808,10.966722,0.6688,0.5074,0.5262,1039.07,5.25
3247,6649856,10.644623,0.4223,0.5728,0.5022,1173.10,5.5
3248,6651904,10.517582,0.5432,0.2833,0.4326,580.10,15.75
3249,6653952,10.664322,0.5099,0.4388,0.5777,898.75,5.25
3250,6656000,10.772757,1.6640,0.4640,0.5351,950.22,5.5
3251,6658048,10.972753,0.6295,0.4915,0.5451,1006.66,0.0
3252,6660096,10.525727,0.3974,0.4619,0.5553,946.06,5.25
3253,6662144,10.972646,0.1358,0.5628,0.4804,1152.65,16.5
3254,6664192,10.687471,0.3502,0.5640,0.5394,1155.16,5.25
3255,6666240,10.921285,0.5917,0.3693,0.4896,756.41,11.0
3256,6668288,11.039299,0.4004,0.5772,0.5091,1182.02,16.25
3257,6670336,10.666254,0.1504,0.4515,0.5261,924.65,5.25
3258,6672384,10.730293,0.4345,0.4178,0.4931,855.74,10.75
3259,6674432,10.852031,0.4934,0.1980,0.4213,405.60,0.0
3260,6676480,10.729453,-0.0030,0.0677,0.2454,138.70,0.0
3261,6678528,10.934643,-0.0399,0.0000,0.0000,0.00,0.0
3262,6680576,10.353630,0.0175,0.0872,0.3160,178.60,0.0
3263,6682624,10.568835,-0.0550,0.2406,0.4267,492.74,5.25
3264,6684672,10.060354,0.3528,0.4440,0.5464,909.35,5.0
3265,6686720,10.803838,0.2583,0.5213,0.5247,1067.64,5.75
3266,6688768,10.775186,0.2127,0.4124,0.5018,844.50,16.25
3267,6690816,10.736809,0.4230,0.4642,0.5347,950.64,5.5
3268,6692864,10.771721,0.2213,0.3472,0.4817,711.16,5.25
3269,6694912,10.907752,0.6292,0.3055,0.4980,625.65,0.0
3270,6696960,10.522541,0.2990,0.3041,0.5171,622.80,0.0
3271,6699008,10.864384,0.1591,0.3352,0.4764,686.39,5.5
3272,6701056,10.740236,0.3661,0.3535,0.5104,724.03,10.5
3273,6703104,10.332088,0.8694,0.4035,0.5791,826.29,5.25
3274,6705152,10.098618,0.3557,0.6023,0.5177,1233.42,11.0
3275,6707200,10.662110,0.4837,0.2848,0.4550,583.33,5.25
3276,6709248,10.985136,0.7677,0.4259,0.5375,872.16,11.0
3277,6711296,10.945788,0.3383,0.4672,0.4934,956.82,5.5
3278,6713344,10.678847,0.2216,0.4244,0.5042,869.14,11.0
3279,6715392,10.921968,0.7127,0.5487,0.5297,1123.84,5.5
3280,6717440,10.690562,0.2873,0.5197,0.5356,1064.39,10.75
3281,6719488,9.953781,0.5053,0.3098,0.4390,634.47,10.75
3282,6721536,9.703098,0.7080,0.5528,0.5094,1132.20,10.75
3283,6723584,10.824363,0.5815,0.4520,0.5523,925.62,5.5
3284,6725632,10.886544,0.0426,0.5104,0.4987,1045.38,16.5
3285,6727680,10.750159,0.3243,0.5102,0.5458,1044.94,0.0
3286,6729728,10.663908,0.8366,0.3822,0.5521,782.80,10.75
3287,6731776,11.056100,0.5744,0.5513,0.5243,1129.14,5.5
3288,6733824,10.946999,-0.0686,0.4677,0.4922,957.80,16.0
3289,6735872,11.001793,0.1569,0.5680,0.5045,1163.16,10.75
3290,6737920,10.791704,0.4347,0.3713,0.4926,760.44,10.75
3291,6739968,10.931525,0.3463,0.5233,0.4849,1071.66,15.0
3292,6742016,10.535564,0.4958,0.3392,0.4853,694.66,6.75
3293,6744064,10.495899,1.6403,0.3695,0.5287,756.78,5.5
3294,6746112,10.950820,0.2513,0.4063,0.4977,832.01,10.75
3295,6748160,10.994713,0.9014,0.6138,0.5427,1257.05,0.0
3296,6750208,11.177711,0.7610,0.4255,0.4832,871.44,11.0
3297,6752256,11.146311,0.6364,0.4763,0.5381,975.45,11.0
3298,6754304,10.975326,0.0684,0.4793,0.4946,981.69,11.0
3299,6756352,10.884155,0.6024,0.4796,0.5352,982.16,10.75
3300,6758400,10.625765,0.3719,0.5250,0.5551,1075.17,5.5
3301,6760448,10.948970,0.8748,0.5809,0.5085,1189.68,5.5
3302,6762496,10.553627,0.3077,0.3126,0.4744,640.22,11.0
3303,6764544,10.807862,0.4107,0.4803,0.5071,983.56,10.75
3304,6766592,10.832451,0.1150,0.4834,0.5079,990.05,16.5
3305,6768640,10.922662,0.4975,0.4903,0.5279,1004.11,5.5
3306,6770688,10.920692,0.4290,0.5473,0.5341,1120.95,16.5
3307,6772736,10.634284,0.5305,0.4560,0.5685,933.79,0.0
3308,6774784,10.517004,0.6331,0.5189,0.4959,1062.69,10.75
3309,6776832,10.722373,0.5623,0.5120,0.5636,1048.66,5.5
3310,6778880,9.773870,0.0570,0.4504,0.4976,922.44,16.25
3311,6780928,10.133066,0.3994,0.5654,0.5202,1157.89,10.75
3312,6782976,10.718015,0.3688,0.5082,0.5312,1040.79,5.5
3313,6785024,10.849487,0.8316,0.5386,0.5607,1103.05,5.5
3314,6787072,10.517399,0.2368,0.4830,0.5068,989.11,16.0
3315,6789120,10.858909,0.6711,0.4874,0.5631,998.21,5.5
3316,6791168,10.726949,0.4094,0.5456,0.5412,1117.34,5.5
3317,6793216,11.107970,0.6090,0.4932,0.5188,1010.17,10.75
3318,6795264,11.170848,0.6025,0.6435,0.5470,1317.99,5.5
3319,6797312,10.841627,0.5861,0.3622,0.5300,741.75,0.0
3320,6799360,10.801927,0.6308,0.4678,0.5622,958.15,0.0
3321,6801408,10.932039,0.5394,0.5500,0.5311,1126.45,6.5
3322,6803456,11.117838,0.5708,0.3506,0.4957,718.12,15.5
3323,6805504,10.275520,0.5852,0.4824,0.5665,988.00,5.5
3324,6807552,10.940252,0.9371,0.5825,0.5529,1192.97,0.0
3325,6809600,10.843741,0.8493,0.4577,0.5508,937.28,5.25
3326,6811648,10.895588,0.4339,0.6934,0.5194,1420.00,0.0
3327,6813696,10.929305,0.0193,0.5546,0.5177,1135.88,16.25
3328,6815744,10.945071,0.5170,0.4564,0.5834,934.80,0.0
3329,6817792,10.906884,0.7120,0.5929,0.5298,1214.21,11.0
3330,6819840,10.187701,-0.0412,0.4433,0.5397,907.84,0.0
3331,6821888,9.606109,0.4899,0.5600,0.5387,1146.81,10.0
3332,6823936,10.320466,0.8729,0.4074,0.5288,834.29,6.0
3333,6825984,10.893313,-0.0628,0.6101,0.5169,1249.45,5.5
3334,6828032,10.573145,0.3098,0.3177,0.4212,650.65,16.25
3335,6830080,10.712569,0.6991,0.5075,0.5664,1039.44,5.5
3336,6832128,10.436036,0.7220,0.6442,0.5441,1319.27,0.0
3337,6834176,10.866692,0.2072,0.4312,0.4930,883.06,11.0
3338,6836224,10.931986,0.5781,0.3213,0.4799,658.04,10.75
3339,6838272,10.753385,0.7698,0.5353,0.5477,1096.31,5.5
3340,6840320,10.962361,0.2481,0.5522,0.5449,1130.85,5.5
3341,6842368,10.937809,0.7901,0.5051,0.4844,1034.53,6.5
3342,6844416,10.661184,0.1132,0.3135,0.4959,642.15,15.5
3343,6846464,10.893692,-0.0130,0.6289,0.4860,1287.98,10.5
3344,6848512,10.646936,0.5241,0.5013,0.5394,1026.66,5.5
3345,6850560,10.808362,0.5791,0.4915,0.5084,1006.57,0.0
3346,6852608,10.581962,0.5066,0.5087,0.5085,1041.89,16.5
3347,6854656,10.838928,0.5604,0.4158,0.5074,851.58,5.25
3348,6856704,11.053882,0.3670,0.5013,0.5077,1026.65,10.75
3349,6858752,10.945905,0.1270,0.4439,0.5086,909.12,11.0
3350,6860800,10.749763,0.6633,0.6618,0.5438,1355.38,0.0
3351,6862848,10.758672,1.0365,0.3624,0.5069,742.26,5.5
3352,6864896,10.838674,0.4836,0.4739,0.5443,970.55,5.5
3353,6866944,10.513227,0.1357,0.3587,0.5040,734.53,5.5
3354,6868992,10.967680,0.5484,0.4660,0.5639,954.30,0.0
3355,6871040,10.959372,0.1437,0.3674,0.4773,752.49,10.5
3356,6873088,11.144314,0.8327,0.5195,0.5283,1063.89,8.5
3357,6875136,10.719653,0.4734,0.5017,0.5476,1027.39,8.0
3358,6877184,11.032692,0.2632,0.4389,0.5008,898.86,10.75
3359,6879232,10.749352,0.7197,0.5139,0.5760,1052.42,0.0
3360,6881280,10.642215,0.2579,0.6453,0.4928,1321.60,10.75
3361,6883328,10.985381,0.6173,0.5113,0.5477,1047.20,0.0
3362,6885376,10.586530,0.1595,0.3567,0.4434,730.55,21.5
3363,6887424,10.965908,0.4179,0.4208,0.4780,861.71,5.25
3364,6889472,10.698666,0.2778,0.3482,0.5089,713.19,5.5
3365,6891520,10.426388,0.2934,0.2994,0.4817,613.19,5.25
3366,6893568,10.669531,0.1494,0.2976,0.4891,609.40,0.0
3367,6895616,10.831175,0.6132,0.3290,0.5264,673.70,0.0
3368,6897664,10.241911,0.0701,0.4660,0.5082,954.29,5.25
3369,6899712,9.972555,0.5304,0.3942,0.5105,807.37,5.5
3370,6901760,10.291754,0.1837,0.5651,0.5102,1157.26,16.5
3371,6903808,10.221538,0.5062,0.3158,0.4517,646.80,5.5
3372,6905856,10.694107,0.4527,0.5725,0.5621,1172.53,5.5
3373,6907904,10.523392,0.4505,0.5214,0.5226,1067.80,11.0
3374,6909952,10.690765,0.6091,0.4719,0.5483,966.38,5.25
3375,6912000,10.963791,0.2660,0.5155,0.4626,1055.76,16.5
3376,6914048,10.729115,0.0745,0.3885,0.4961,795.72,5.25
3377,6916096,10.956445,0.6396,0.5021,0.5241,1028.20,16.5
3378,6918144,10.919771,0.2144,0.4465,0.5221,914.50,5.5
3379,6920192,10.920946,0.3366,0.6131,0.5428,1255.68,5.5
3380,6922240,10.708881,0.9804,0.5421,0.5465,1110.28,0.0
3381,6924288,10.682880,0.2401,0.4398,0.4769,900.65,16.0
3382,6926336,10.600479,0.1182,0.4776,0.5172,978.03,11.0
3383,6928384,10.483074,0.4485,0.4978,0.5392,1019.46,5.5
3384,6930432,10.991999,0.9411,0.5065,0.5949,1037.28,0.0
3385,6932480,11.009279,0.2382,0.4671,0.5280,956.60,5.25
3386,6934528,10.622960,0.0666,0.1732,0.3314,354.74,10.75
3387,6936576,10.785953,0.1479,0.2006,0.4448,410.75,0.0
3388,6938624,10.803375,0.3934,0.3419,0.5261,700.12,0.0
3389,6940672,10.864408,0.2603,0.4665,0.5275,955.30,5.5
3390,6942720,10.941244,0.5294,0.2846,0.4687,582.78,5.5
3391,6944768,10.808446,0.4005,0.5608,0.5318,1148.48,5.5
3392,6946816,10.765568,0.3965,0.4467,0.5087,914.78,11.0
3393,6948864,11.052811,0.6677,0.4841,0.5400,991.51,10.75
3394,6950912,10.896014,0.1604,0.3821,0.5104,782.64,11.0
3395,6952960,10.997890,0.9482,0.5239,0.5059,1072.91,5.5
3396,6955008,10.607631,0.4539,0.3506,0.4867,718.07,5.5
3397,6957056,10.734907,-0.1079,0.3170,0.4514,649.31,16.25
3398,6959104,10.555268,0.3473,0.4506,0.5364,922.90,0.0
3399,6961152,10.791341,0.1946,0.3159,0.4553,646.96,21.75
3400,6963200,10.766702,0.4502,0.6320,0.5264,1294.35,5.25
3401,6965248,10.869955,0.4319,0.3837,0.4963,785.79,10.75
3402,6967296,10.817840,0.3131,0.6007,0.4973,1230.25,11.0
3403,6969344,10.688864,-0.0884,0.3779,0.4743,773.95,16.0
3404,6971392,10.905087,0.4032,0.5057,0.5094,1035.64,11.0
3405,6973440,10.767942,0.1514,0.4089,0.4868,837.43,10.75
3406,6975488,10.926414,0.2424,0.5868,0.5180,1201.68,6.25
3407,6977536,10.692499,0.3031,0.3530,0.4676,722.86,15.25
3408,6979584,10.641672,0.4205,0.4393,0.5518,899.60,0.0
3409,6981632,10.744108,0.2661,0.2150,0.4096,440.30,10.75
3410,6983680,11.023163,0.1099,0.5054,0.5425,1035.10,0.0
3411,6985728,10.637821,0.1537,0.3463,0.4724,709.14,11.0
3412,6987776,10.762260,0.4215,0.5228,0.4973,1070.76,10.75
3413,6989824,10.748653,0.0921,0.3052,0.4601,624.99,10.5
3414,6991872,10.802154,0.1697,0.4991,0.5033,1022.22,11.0
3415,6993920,11.075412,0.5583,0.5409,0.5278,1107.84,5.5
3416,6995968,10.900520,0.1824,0.4316,0.4620,883.86,16.0
3417,6998016,10.866839,0.2312,0.5253,0.5189,1075.84,11.0
3418,7000064,11.013671,0.3771,0.4118,0.5038,843.39,10.5
3419,7002112,10.962726,0.2694,0.4968,0.4898,1017.44,16.25
3420,7004160,10.758440,0.5689,0.5230,0.5361,1071.10,0.0
3421,7006208,10.713318,0.1622,0.3933,0.4961,805.56,16.0
3422,7008256,10.609172,0.6598,0.4875,0.5209,998.34,11.0
3423,7010304,10.375273,0.2933,0.5634,0.5134,1153.81,9.75
3424,7012352,9.902933,0.3520,0.4445,0.4997,910.41,12.25
3425,7014400,9.923535,0.3676,0.5185,0.5388,1061.89,5.5
3426,7016448,10.601372,0.3809,0.5078,0.5075,1040.01,16.5
3427,7018496,10.684930,0.7538,0.4776,0.5336,978.04,5.25
3428,7020544,10.943921,0.5477,0.4640,0.5310,950.25,10.75
3429,7022592,10.843598,0.3053,0.4047,0.4763,828.75,5.5
3430,7024640,10.824814,0.3546,0.3405,0.4679,697.27,11.0
3431,7026688,10.773147,0.1666,0.1535,0.3314,314.40,5.5
3432,7028736,10.835233,0.3607,0.2679,0.4410,548.66,5.5
3433,7030784,10.961807,0.3430,0.1812,0.4211,371.12,0.0
3434,7032832,10.814354,0.6145,0.2866,0.4996,587.00,5.5
3435,7034880,10.895238,0.2485,0.4903,0.4992,1004.06,10.75
3436,7036928,10.553409,0.3423,0.4310,0.5278,882.79,5.5
3437,7038976,10.869104,0.5514,0.5119,0.5370,1048.35,11.0
3438,7041024,10.899765,0.4071,0.3983,0.4940,815.77,5.5
3439,7043072,10.915565,0.4344,0.5055,0.5302,1035.25,5.25
3440,7045120,11.203981,0.4754,0.4366,0.5107,894.16,11.0
3441,7047168,10.369230,0.2112,0.3810,0.4676,780.20,10.75
3442,7049216,10.406986,0.3432,0.3891,0.4845,796.78,5.25
3443,7051264,10.713289,-0.0829,0.2443,0.4140,500.35,10.75
3444,7053312,10.525471,0.7172,0.3614,0.5208,740.20,5.5
3445,7055360,10.675044,0.1108,0.5029,0.5012,1029.99,5.25
3446,7057408,10.165220,0.2247,0.3444,0.4650,705.25,16.25
3447,7059456,10.639279,0.8563,0.5631,0.5355,1153.14,5.25
3448,7061504,10.753848,0.2251,0.3932,0.4585,805.36,22.0
3449,7063552,10.735529,0.7693,0.4818,0.5089,986.76,11.0
3450,7065600,10.858020,-0.0546,0.3525,0.5183,721.90,5.5
3451,7067648,10.686704,0.4147,0.5953,0.5211,1219.08,10.75
3452,7069696,11.133903,0.6041,0.5731,0.5362,1173.70,5.5
3453,7071744,10.590162,0.0238,0.4158,0.4706,851.54,15.75
3454,7073792,10.781393,0.2615,0.3708,0.4906,759.48,5.5
3455,7075840,10.848033,0.1265,0.3311,0.4484,678.19,16.0
3456,7077888,10.408099,0.4915,0.3583,0.5219,733.77,0.0
3457,7079936,9.968190,0.4374,0.4847,0.5360,992.75,5.5
3458,7081984,10.887255,0.4138,0.3785,0.4954,775.10,11.0
3459,7084032,10.400245,0.5116,0.4749,0.5348,972.57,10.5
3460,7086080,10.820790,0.4374,0.5659,0.5321,1159.03,5.5
3461,7088128,10.710142,0.2804,0.5696,0.5465,1166.61,5.5
3462,7090176,10.356328,0.4394,0.4792,0.4916,981.41,10.5
3463,7092224,10.744371,-0.0701,0.3240,0.4693,663.45,11.0
3464,7094272,10.906846,0.3941,0.3491,0.4950,714.94,5.5
3465,7096320,10.807480,0.1587,0.3265,0.4717,668.75,10.75
3466,7098368,10.659369,0.3016,0.5007,0.5295,1025.53,0.0
3467,7100416,10.902433,0.2926,0.3174,0.4382,650.11,16.0
3468,7102464,10.840360,0.3402,0.4666,0.5257,955.64,5.5
3469,7104512,10.929291,0.2085,0.5003,0.5390,1024.54,10.75
3470,7106560,10.899962,0.6282,0.4841,0.5172,991.42,5.5
3471,7108608,10.912553,0.1333,0.5353,0.5078,1096.39,11.0
3472,7110656,10.866187,0.4625,0.2306,0.4074,472.19,11.0
3473,7112704,10.907452,0.3486,0.3896,0.4976,797.90,0.0
3474,7114752,10.393300,0.2881,0.3647,0.4792,746.88,16.0
3475,7116800,10.312606,0.1887,0.1839,0.3937,376.65,0.0
3476,7118848,10.202860,0.2467,0.3403,0.4808,696.97,5.5
3477,7120896,10.614716,0.1888,0.4006,0.5280,820.47,5.25
3478,7122944,10.744706,0.2481,0.2970,0.4560,608.20,5.25
3479,7124992,10.833711,0.4377,0.3669,0.4987,751.40,5.5
3480,7127040,10.595415,0.5730,0.4235,0.5223,867.31,5.25
3481,7129088,10.458349,-0.1232,0.3044,0.4762,623.35,10.75
3482,7131136,10.628714,0.5831,0.4947,0.5241,1013.06,0.0
3483,7133184,10.831462,0.2285,0.3034,0.4359,621.32,16.0
3484,7135232,10.731731,-0.1802,0.1590,0.3631,325.73,0.0
3485,7137280,11.010263,0.1898,0.1643,0.3999,336.45,0.0
3486,7139328,10.945442,0.0108,0.0990,0.2737,202.77,5.5
3487,7141376,10.844831,0.3651,0.1177,0.3683,241.00,0.0
3488,7143424,10.674021,0.1001,0.2116,0.4537,433.38,0.0
3489,7145472,11.109781,0.3651,0.4579,0.5066,937.78,11.0
3490,7147520,10.866568,0.1492,0.2854,0.4759,584.59,0.0
3491,7149568,10.350755,0.1658,0.1938,0.3883,396.94,11.0
3492,7151616,10.680232,0.2234,0.2119,0.3825,433.98,0.0
3493,7153664,10.609958,0.3078,0.0087,0.0839,17.83,0.0
3494,7155712,10.437976,-0.1041,0.0587,0.2096,120.25,5.5
3495,7157760,10.913169,0.1177,0.1018,0.3025,208.40,0.0
3496,7159808,10.474895,0.0144,0.0712,0.2828,145.88,5.5
3497,7161856,10.189792,0.5169,0.3654,0.5202,748.35,0.0
3498,7163904,10.956687,0.2384,0.3362,0.4993,688.50,0.0
3499,7165952,10.689574,0.0933,0.2132,0.4091,436.64,11.0
3500,7168000,11.040100,0.3793,0.3354,0.4926,686.85,0.0
3501,7170048,10.440399,0.0910,0.2052,0.4115,420.22,5.5
3502,7172096,10.860412,0.1132,0.2667,0.4272,546.30,5.25
3503,7174144,10.623463,0.0371,0.1914,0.3938,391.92,5.0
3504,7176192,10.394458,0.0380,0.0564,0.2671,115.45,0.5
3505,7178240,10.951272,0.5868,0.3226,0.4738,660.72,0.0
3506,7180288,10.482889,0.3936,0.3706,0.5220,759.06,5.25
3507,7182336,10.342443,0.5584,0.2258,0.4486,462.45,5.5
3508,7184384,10.907094,0.2908,0.3518,0.4790,720.39,5.25
3509,7186432,10.993460,-0.0386,0.1310,0.3067,268.38,5.5
3510,7188480,10.720541,-0.0265,0.0284,0.1542,58.17,0.0
3511,7190528,10.732643,-0.0249,0.0000,0.0000,0.00,0.0
3512,7192576,10.859010,0.1325,0.1686,0.3981,345.20,0.0
3513,7194624,10.552043,0.4098,0.2286,0.4276,468.24,5.5
3514,7196672,10.692553,0.7708,0.4818,0.5490,986.72,0.0
3515,7198720,10.626050,1.4258,0.4426,0.5563,906.38,0.0
3516,7200768,10.550843,-0.0860,0.3230,0.4474,661.53,11.0
3517,7202816,10.405105,0.0434,0.2060,0.4025,421.85,0.0
3518,7204864,10.571243,0.0262,0.0986,0.2550,201.90,10.75
3519,7206912,10.457479,-0.1526,0.2584,0.4530,529.12,0.0
3520,7208960,10.643475,0.2472,0.2149,0.4352,440.11,5.5
3521,7211008,10.958568,0.1850,0.2561,0.4654,524.59,5.25
3522,7213056,10.301861,0.1219,0.4275,0.4949,875.59,5.5
3523,7215104,10.655419,0.2938,0.3256,0.4570,666.85,11.0
3524,7217152,10.632616,0.3935,0.2697,0.4694,552.34,11.0
3525,7219200,10.317250,-0.1069,0.3481,0.4852,712.94,5.5
3526,7221248,10.638457,0.2568,0.0762,0.2307,156.08,5.5
3527,7223296,10.878239,0.3605,0.0042,0.0443,8.70,0.0
3528,7225344,10.705334,-0.0234,0.1252,0.3364,256.45,0.0
3529,7227392,10.502893,-0.0804,0.1416,0.3443,290.06,5.25
3530,7229440,10.463083,0.0426,0.1048,0.2765,214.64,5.25
3531,7231488,10.553022,-0.0073,0.2865,0.4594,586.70,0.0
3532,7233536,10.623172,0.1331,0.0948,0.2782,194.19,10.75
3533,7235584,10.900825,0.2947,0.3104,0.4434,635.75,5.5
3534,7237632,10.576146,0.1306,0.1636,0.3629,335.11,5.25
3535,7239680,10.705718,0.0950,0.1942,0.4324,397.62,0.0
3536,7241728,10.766037,0.0727,0.2295,0.4077,469.95,5.5
3537,7243776,10.772278,-0.0688,0.0927,0.2578,189.93,5.5
3538,7245824,10.791826,0.0777,0.1556,0.3651,318.72,0.0
3539,7247872,10.954889,0.3746,0.2462,0.4583,504.15,5.25
3540,7249920,10.658700,0.2062,0.2304,0.4355,471.92,0.0
3541,7251968,10.788829,-0.0266,0.1227,0.3253,251.34,5.25
3542,7254016,10.980091,0.2759,0.1797,0.3757,368.01,5.25
3543,7256064,10.864852,0.2919,0.1868,0.3476,382.50,0.0
3544,7258112,10.711256,0.2740,0.4035,0.5172,826.29,5.5
3545,7260160,10.795501,0.3026,0.3378,0.4546,691.81,5.5
3546,7262208,10.674708,0.3168,0.2117,0.3858,433.61,5.25
3547,7264256,10.799068,0.2150,0.2838,0.4849,581.25,5.5
3548,7266304,10.619655,0.7472,0.3292,0.4769,674.10,5.5
3549,7268352,11.240504,0.3007,0.3388,0.4690,693.81,11.0
3550,7270400,10.916044,1.0499,0.4588,0.5188,939.62,0.0
3551,7272448,10.782018,0.1503,0.2330,0.4586,477.11,5.5
3552,7274496,11.129040,0.2108,0.3859,0.4954,790.40,5.5
3553,7276544,10.681176,0.2059,0.2577,0.4323,527.79,11.0
3554,7278592,10.328828,0.1532,0.4549,0.5157,931.72,5.25
3555,7280640,10.326663,0.0383,0.1849,0.3521,378.59,10.75
3556,7282688,10.469558,0.0318,0.3741,0.5019,766.10,0.0
3557,7284736,10.056306,0.0851,0.2334,0.4047,477.93,16.25
3558,7286784,10.624325,0.1976,0.2356,0.4284,482.60,0.0
3559,7288832,10.635122,0.0863,0.0504,0.1836,103.26,5.25
3560,7290880,10.534256,0.1884,0.1812,0.4087,371.05,0.0
3561,7292928,10.250923,0.0990,0.1244,0.3428,254.70,0.0
3562,7294976,10.733136,0.2106,0.0944,0.3273,193.40,0.0
3563,7297024,10.924764,0.4500,0.2908,0.5004,595.65,0.0
3564,7299072,11.124878,-0.1052,0.2542,0.4456,520.66,5.5
3565,7301120,10.920105,0.3973,0.2122,0.4004,434.59,5.25
3566,7303168,10.830889,0.5337,0.2097,0.4728,429.55,0.0
3567,7305216,10.849185,0.2526,0.4486,0.5572,918.78,0.0
3568,7307264,10.883914,0.0717,0.2570,0.4358,526.25,5.5
3569,7309312,10.545797,0.1870,0.2241,0.4477,459.00,0.0
3570,7311360,10.772199,0.1626,0.1688,0.3798,345.75,0.0
3571,7313408,10.791097,-0.0917,0.1101,0.3267,225.57,0.0
3572,7315456,10.306933,0.3161,0.0682,0.3097,139.60,0.0
3573,7317504,10.247960,0.1860,0.4076,0.4954,834.72,5.5
3574,7319552,10.878467,0.5431,0.2403,0.4358,492.20,0.0
3575,7321600,10.621431,0.1664,0.2333,0.4329,477.90,0.0
3576,7323648,10.740593,0.0808,0.1694,0.3980,346.90,0.0
3577,7325696,10.713758,-0.2060,0.0025,0.0284,5.10,0.0
3578,7327744,10.772937,-0.1513,0.2233,0.4499,457.30,0.0
3579,7329792,10.313525,-0.0389,0.0338,0.2143,69.22,0.0
3580,7331840,10.405050,-0.0794,0.1958,0.4045,400.92,0.0
3581,7333888,10.363503,0.3294,0.2221,0.4143,454.76,10.5
3582,7335936,10.862677,0.4333,0.3839,0.5096,786.32,0.0
3583,7337984,10.710456,0.3298,0.4571,0.5410,936.22,0.0
3584,7340032,10.955692,0.2884,0.2432,0.4322,498.16,5.25
3585,7342080,10.795708,0.2558,0.3289,0.4963,673.50,0.0
3586,7344128,10.737452,-0.2293,0.2156,0.3807,441.59,11.0
3587,7346176,10.745312,0.7182,0.4528,0.5670,927.35,0.0
3588,7348224,10.799890,0.3886,0.5523,0.4949,1131.06,10.75
3589,7350272,10.850170,-0.0599,0.4282,0.5034,876.96,10.75
3590,7352320,10.826534,0.3275,0.4624,0.5323,947.07,0.0
3591,7354368,10.707582,0.4861,0.2767,0.4659,566.71,11.0
3592,7356416,10.736009,0.3768,0.4372,0.5211,895.38,10.5
3593,7358464,10.944476,0.1121,0.3271,0.4689,669.91,5.25
3594,7360512,10.538572,0.2351,0.5352,0.5429,1096.14,5.25
3595,7362560,10.431405,0.2115,0.4644,0.4680,951.00,17.5
3596,7364608,10.050352,0.6226,0.2518,0.4534,515.76,4.25
3597,7366656,10.408713,-0.1451,0.4137,0.4665,847.19,16.25
3598,7368704,10.731269,0.2970,0.3209,0.5038,657.15,0.0
3599,7370752,11.096598,0.0021,0.4356,0.4970,892.19,5.5
3600,7372800,10.043829,0.3871,0.2475,0.4260,506.79,11.0
3601,7374848,10.254182,0.8103,0.5261,0.5750,1077.55,0.0
3602,7376896,10.461130,0.4663,0.4844,0.5157,992.06,5.5
3603,7378944,10.943081,1.0853,0.4728,0.5519,968.34,5.25
3604,7380992,10.895727,-0.0124,0.2645,0.4161,541.66,11.0
3605,7383040,10.909981,0.8933,0.4236,0.5360,867.53,5.5
3606,7385088,10.859743,0.7158,0.4526,0.5008,926.97,6.0
3607,7387136,10.865737,0.0963,0.3804,0.4844,779.01,15.5
3608,7389184,10.867493,0.3479,0.5908,0.5333,1209.90,5.5
3609,7391232,10.985399,0.5564,0.4442,0.5052,909.62,11.0
3610,7393280,10.865282,0.0133,0.5123,0.5372,1049.21,10.75
3611,7395328,10.776388,-0.0886,0.4048,0.4874,829.06,5.5
3612,7397376,10.944382,0.4674,0.4122,0.5429,844.29,0.0
3613,7399424,10.755922,0.1091,0.3899,0.5054,798.50,5.25
3614,7401472,10.760722,0.5754,0.3964,0.5238,811.77,5.25
3615,7403520,10.794280,0.4778,0.4048,0.5457,829.08,5.5
3616,7405568,10.778262,0.2586,0.5029,0.5160,1029.84,5.25
3617,7407616,10.689115,0.3472,0.3024,0.4758,619.39,5.25
3618,7409664,10.648547,0.1616,0.4242,0.5020,868.77,5.5
3619,7411712,10.316244,0.7087,0.3757,0.5151,769.37,5.25
3620,7413760,10.834464,0.0646,0.4653,0.4652,952.91,16.0
3621,7415808,10.920320,-0.1348,0.4952,0.5232,1014.11,7.75
3622,7417856,11.086917,0.7967,0.5153,0.5204,1055.38,12.0
3623,7419904,11.105621,0.7341,0.4895,0.5036,1002.54,7.0
3624,7421952,10.506185,0.1815,0.3137,0.4794,642.50,5.5
3625,7424000,11.071084,0.3404,0.4573,0.5337,936.46,5.5
3626,7426048,10.763892,0.0127,0.3127,0.4517,640.47,10.75
3627,7428096,10.631495,0.6944,0.4721,0.5627,966.80,0.0
3628,7430144,10.558618,0.6089,0.4590,0.4815,939.94,16.25
3629,7432192,10.880843,0.1200,0.5425,0.5438,1110.96,0.0
3630,7434240,10.873903,0.0399,0.3164,0.4247,648.04,21.5
3631,7436288,11.006545,0.4408,0.6504,0.5257,1332.03,0.0
3632,7438336,10.670475,0.0506,0.3676,0.4457,752.78,21.75
3633,7440384,10.837394,0.4886,0.5956,0.5599,1219.89,5.5
3634,7442432,10.879751,0.5784,0.4524,0.5552,926.49,5.5
3635,7444480,10.947465,0.5268,0.5294,0.4529,1084.14,16.25
3636,7446528,10.680111,0.2245,0.4359,0.5338,892.71,6.25
3637,7448576,10.612610,0.3522,0.4977,0.4958,1019.25,15.0
3638,7450624,10.443786,0.4386,0.3999,0.5346,818.99,5.25
3639,7452672,10.320183,0.2636,0.4459,0.4854,913.28,16.5
