Loops,Steps,Time,AvgLoss,MeanReward,StdReward,TotalReward,Flags
855,1751040,10.645950,0.1782,0.3707,0.4627,759.26,15.25
856,1753088,10.898948,1.2314,0.4594,0.5245,940.95,0.0
857,1755136,10.526739,0.2265,0.6172,0.5244,1264.02,10.5
858,1757184,10.791744,0.4202,0.2695,0.4226,551.90,10.5
859,1759232,11.087973,0.9502,0.5286,0.5465,1082.47,5.25
860,1761280,11.006304,1.0393,0.5369,0.5639,1099.47,0.0
861,1763328,10.751328,0.3572,0.4485,0.4935,918.55,11.0
862,1765376,10.343128,0.3564,0.2949,0.4430,603.93,5.25
863,1767424,9.456895,0.4225,0.4409,0.5191,903.05,0.0
864,1769472,10.207997,0.5298,0.3228,0.4579,661.01,10.75
865,1771520,10.985704,0.5426,0.3191,0.4986,653.44,0.0
866,1773568,10.933031,0.8218,0.3170,0.4784,649.20,5.5
867,1775616,11.041420,0.4390,0.3478,0.4763,712.28,0.0
868,1777664,10.577466,0.3453,0.3530,0.4814,722.88,10.75
869,1779712,10.958699,0.8954,0.5339,0.5875,1093.45,0.0
870,1781760,11.113848,1.6041,0.4716,0.5777,965.90,0.0
871,1783808,11.053389,1.0158,0.5517,0.6016,1129.82,0.0
872,1785856,10.817180,0.4973,0.5660,0.5792,1159.15,0.0
873,1787904,10.812556,0.7323,0.4040,0.5268,827.43,5.5
874,1789952,10.947716,1.3334,0.4136,0.5454,847.14,5.25
875,1792000,11.138353,0.8970,0.4987,0.5465,1021.25,0.0
876,1794048,10.945449,0.1390,0.4334,0.5504,887.60,4.75
877,1796096,10.663335,0.5196,0.3738,0.5152,765.53,0.75
878,1798144,10.913008,0.7077,0.3857,0.5398,789.88,0.0
879,1800192,10.813004,0.4868,0.4218,0.5187,863.76,5.5
880,1802240,10.799257,0.6379,0.4289,0.5123,878.49,5.25
881,1804288,10.972971,1.5832,0.4832,0.5949,989.58,0.0
882,1806336,11.083954,0.8313,0.6015,0.5144,1231.90,0.0
883,1808384,11.029180,0.8051,0.6176,0.5431,1264.82,1.25
884,1810432,10.822820,0.6561,0.3847,0.5431,787.95,4.25
885,1812480,10.659247,0.5720,0.4220,0.5749,864.27,0.0
886,1814528,10.217832,0.4068,0.3661,0.5122,749.86,10.75
887,1816576,11.106201,0.5385,0.5030,0.5347,1030.10,0.0
888,1818624,10.970201,0.6344,0.4743,0.5577,971.34,5.5
889,1820672,10.890052,1.0182,0.5201,0.5511,1065.20,0.0
890,1822720,10.994017,1.2423,0.3944,0.5534,807.74,5.5
891,1824768,11.153774,0.5599,0.6062,0.5791,1241.43,0.0
892,1826816,10.897178,0.8976,0.5414,0.5663,1108.73,5.25
893,1828864,10.613408,0.4527,0.5438,0.5080,1113.64,0.0
894,1830912,10.199299,0.8972,0.4657,0.5109,953.67,5.5
895,1832960,10.257405,0.5427,0.3637,0.5197,744.84,11.0
896,1835008,10.745102,0.8217,0.4603,0.5234,942.64,5.5
897,1837056,10.588197,0.7391,0.4698,0.4840,962.05,11.0
898,1839104,11.210019,0.4295,0.2573,0.4403,526.85,0.0
899,1841152,10.715096,1.1549,0.4306,0.5904,881.88,5.25
900,1843200,10.618453,1.0169,0.4206,0.5006,861.36,10.5
901,1845248,10.545620,0.5101,0.5040,0.5625,1032.21,0.0
902,1847296,10.830280,0.5425,0.5248,0.5065,1074.82,5.5
903,1849344,10.513089,0.8430,0.4414,0.5128,903.92,5.5
904,1851392,10.954842,0.0948,0.3589,0.4900,734.92,10.5
905,1853440,10.973797,0.4531,0.4079,0.5335,835.33,5.5
906,1855488,10.817559,0.8792,0.4297,0.5050,880.10,11.0
907,1857536,10.889098,0.3878,0.4467,0.5274,914.81,0.0
908,1859584,10.835685,1.2708,0.5834,0.5986,1194.88,0.0
909,1861632,10.771403,0.6216,0.4950,0.4964,1013.72,10.75
910,1863680,10.932048,0.1713,0.3177,0.4546,650.57,5.5
911,1865728,10.755605,0.8102,0.2494,0.4584,510.70,0.0
912,1867776,10.638997,0.4625,0.3639,0.4961,745.18,5.5
913,1869824,10.933009,0.8950,0.3950,0.5141,809.05,0.0
914,1871872,10.945075,0.5160,0.5557,0.4885,1137.99,15.5
915,1873920,10.880439,0.1402,0.2984,0.4665,611.19,1.0
916,1875968,10.961536,0.4963,0.4404,0.5257,901.96,11.75
917,1878016,11.092595,0.7981,0.3807,0.5513,779.57,4.75
918,1880064,10.843253,0.7172,0.4982,0.5401,1020.34,10.75
919,1882112,10.893268,0.8865,0.4537,0.5546,929.16,0.0
920,1884160,10.732580,0.6484,0.5199,0.5384,1064.74,5.5
921,1886208,10.793446,0.5942,0.4358,0.5589,892.56,5.5
922,1888256,10.461758,1.1158,0.5187,0.5910,1062.20,0.0
923,1890304,10.842524,0.7261,0.4724,0.5690,967.38,5.25
924,1892352,10.961426,0.0484,0.5622,0.5418,1151.32,1.75
925,1894400,10.866505,0.4951,0.5417,0.5110,1109.30,8.75
926,1896448,10.798036,0.5979,0.4136,0.5492,847.05,5.5
927,1898496,10.983199,0.5551,0.4716,0.4590,965.88,10.75
928,1900544,10.544081,0.5251,0.3570,0.5016,731.12,5.25
929,1902592,10.901146,0.9231,0.3907,0.5737,800.06,5.25
930,1904640,10.916152,1.4429,0.3445,0.4683,705.50,5.25
931,1906688,10.770000,0.5686,0.3791,0.5390,776.46,0.0
932,1908736,10.767148,0.7240,0.4793,0.5407,981.59,5.5
933,1910784,10.341429,0.1857,0.5539,0.4864,1134.46,16.5
934,1912832,10.688201,-0.1825,0.3364,0.4823,689.04,5.5
935,1914880,10.899187,0.3602,0.4844,0.5499,992.09,5.5
936,1916928,10.935249,0.6713,0.5177,0.4892,1060.15,10.5
937,1918976,10.735531,0.7403,0.3259,0.5379,667.49,0.0
938,1921024,10.746693,0.2429,0.3600,0.5012,737.38,0.0
939,1923072,10.769811,-0.0189,0.1354,0.3919,277.38,0.0
940,1925120,11.061106,0.0934,0.2075,0.4143,424.95,5.5
941,1927168,10.821130,0.3770,0.2531,0.4375,518.28,0.0
942,1929216,10.800287,0.1790,0.2926,0.4621,599.17,10.5
943,1931264,10.579627,0.8366,0.4440,0.5523,909.26,0.0
944,1933312,10.885581,0.8544,0.5949,0.5698,1218.45,0.0
945,1935360,11.052779,0.3924,0.4970,0.5159,1017.77,10.75
946,1937408,10.980564,0.6097,0.3595,0.5279,736.20,5.25
947,1939456,10.829977,0.6759,0.5166,0.5810,1058.03,0.0
948,1941504,10.829147,1.1437,0.4276,0.5640,875.80,5.5
949,1943552,10.832754,0.3530,0.2965,0.4526,607.15,5.5
950,1945600,10.739082,0.3289,0.3728,0.4872,763.45,0.0
951,1947648,10.727865,0.3129,0.1857,0.4136,380.21,10.75
952,1949696,10.838396,0.5498,0.3465,0.5143,709.65,5.25
953,1951744,9.764253,0.7703,0.4700,0.5603,962.59,5.5
954,1953792,10.315312,0.0636,0.4363,0.4965,893.58,5.5
955,1955840,10.679384,0.1370,0.2421,0.4121,495.88,5.25
956,1957888,10.764283,0.4837,0.3139,0.4831,642.88,9.25
957,1959936,10.397644,0.5620,0.3517,0.5195,720.30,1.75
958,1961984,10.183923,1.2152,0.5650,0.6034,1157.03,0.0
959,1964032,10.864001,0.4949,0.4316,0.4707,883.92,11.0
960,1966080,10.714002,0.2002,0.2944,0.4458,602.91,5.5
961,1968128,10.739570,0.3238,0.4591,0.5444,940.30,0.0
962,1970176,11.128915,0.3632,0.3998,0.4594,818.70,16.25
963,1972224,10.646112,0.5611,0.2376,0.4205,486.66,0.0
964,1974272,10.543014,0.6841,0.5065,0.5606,1037.40,0.0
965,1976320,10.532540,0.2505,0.2216,0.3991,453.90,16.25
966,1978368,10.414947,0.0791,0.3306,0.4619,677.10,5.5
967,1980416,10.548192,1.1750,0.2865,0.5241,586.70,0.0
968,1982464,10.805951,0.5699,0.4810,0.5615,985.01,5.25
969,1984512,10.757423,0.7390,0.3647,0.5346,746.91,0.0
970,1986560,10.709194,0.0196,0.2529,0.4343,517.92,11.0
971,1988608,11.117567,0.9150,0.3816,0.5392,781.59,5.5
972,1990656,10.969622,0.2113,0.3488,0.5229,714.25,0.0
973,1992704,10.522541,0.2060,0.2598,0.4243,532.09,5.5
974,1994752,10.608739,0.3857,0.2034,0.4168,416.57,5.5
975,1996800,10.857512,0.7414,0.4183,0.5313,856.65,0.0
976,1998848,10.703079,0.4626,0.4069,0.5151,833.42,5.5
977,2000896,11.051872,1.0068,0.4385,0.5461,898.09,5.5
978,2002944,10.705125,0.1940,0.5956,0.5176,1219.77,9.0
979,2004992,10.965809,0.8533,0.4126,0.5495,845.00,1.75
980,2007040,10.726977,0.0487,0.4215,0.4231,863.31,22.0
981,2009088,10.555358,0.8183,0.1042,0.2920,213.41,0.0
982,2011136,10.657789,0.5661,0.5021,0.5327,1028.35,0.0
983,2013184,10.553329,0.4698,0.3943,0.5135,807.56,5.25
984,2015232,10.701928,0.9060,0.4009,0.5576,821.08,0.0
985,2017280,10.820315,0.3072,0.3976,0.5012,814.34,10.75
986,2019328,10.542488,0.1722,0.4564,0.5149,934.65,11.0
987,2021376,11.133456,0.8197,0.5075,0.5302,1039.35,10.75
988,2023424,10.608439,0.1692,0.5240,0.5661,1073.20,0.0
989,2025472,10.797275,0.7439,0.6230,0.5644,1275.97,0.0
990,2027520,10.777869,0.0990,0.4671,0.4983,956.64,16.5
991,2029568,10.935852,0.8714,0.3864,0.5394,791.42,0.0
992,2031616,10.777100,0.0176,0.3534,0.4211,723.77,21.75
993,2033664,10.824401,0.7411,0.4490,0.5513,919.55,0.0
994,2035712,10.907892,1.3245,0.5802,0.5964,1188.15,0.0
995,2037760,10.807203,0.6591,0.5489,0.5356,1124.15,0.0
996,2039808,10.506873,0.2544,0.3615,0.4790,740.36,11.0
997,2041856,11.059251,0.5055,0.5381,0.5177,1102.00,5.25
998,2043904,10.742805,0.4264,0.3555,0.5076,728.10,10.5
999,2045952,10.754212,0.9369,0.5666,0.5160,1160.39,11.0
1000,2048000,10.843384,0.0755,0.3701,0.4615,757.86,10.75
1001,2050048,11.118730,0.5846,0.3565,0.4484,730.06,11.0
1002,2052096,11.005254,0.3187,0.4254,0.5052,871.12,5.5
1003,2054144,10.632917,0.6610,0.4317,0.5118,884.07,10.75
1004,2056192,10.582350,0.2152,0.5171,0.5092,1059.06,5.5
1005,2058240,10.669884,0.5908,0.4239,0.5137,868.05,5.5
1006,2060288,11.150092,0.7900,0.5235,0.4892,1072.07,10.75
1007,2062336,10.667470,0.7897,0.4523,0.5180,926.23,0.0
1008,2064384,10.846175,0.6128,0.4031,0.4757,825.53,16.5
1009,2066432,10.892663,0.0386,0.4038,0.5393,827.01,0.0
1010,2068480,10.793778,0.5615,0.5507,0.5069,1127.88,10.75
1011,2070528,10.203789,1.0455,0.2214,0.4603,453.48,5.5
1012,2072576,10.824788,0.8729,0.4279,0.5362,876.30,0.0
1013,2074624,11.031111,0.8326,0.4613,0.5678,944.70,0.0
1014,2076672,10.988038,0.7921,0.5617,0.5517,1150.40,0.0
1015,2078720,10.597852,0.6884,0.4439,0.5037,909.06,11.0
1016,2080768,10.631949,0.2499,0.2837,0.4521,580.97,5.25
1017,2082816,10.907184,0.6838,0.5257,0.4912,1076.60,15.25
1018,2084864,10.942013,0.2757,0.2868,0.4469,587.34,1.0
1019,2086912,10.812821,0.8062,0.2836,0.4613,580.88,0.0
1020,2088960,10.943730,0.2745,0.2125,0.4186,435.22,11.0
1021,2091008,11.170457,0.3040,0.3563,0.4896,729.60,0.0
1022,2093056,10.835114,0.6179,0.4052,0.5261,829.91,5.5
1023,2095104,10.889100,0.6012,0.4689,0.5263,960.39,10.5
1024,2097152,10.568940,0.3078,0.4060,0.4562,831.52,10.75
1025,2099200,9.668267,0.8543,0.4828,0.5693,988.88,0.0
1026,2101248,9.860330,0.4837,0.4244,0.5444,869.11,11.0
1027,2103296,10.512657,0.5829,0.4661,0.5820,954.65,0.0
1028,2105344,10.770345,0.6325,0.5440,0.5173,1114.07,10.5
1029,2107392,11.043258,0.5788,0.5078,0.5432,1040.07,0.0
1030,2109440,10.939202,0.3525,0.4350,0.5344,890.91,10.75
1031,2111488,10.808573,0.6750,0.5098,0.5211,1044.15,5.5
1032,2113536,10.781155,0.1093,0.3069,0.4412,628.53,16.5
1033,2115584,10.466699,0.8223,0.2648,0.5577,542.30,0.0
1034,2117632,10.916525,0.4084,0.4506,0.5282,922.78,0.0
1035,2119680,10.646816,0.1390,0.3419,0.4714,700.12,10.75
1036,2121728,10.477121,0.2833,0.4642,0.5056,950.65,5.5
1037,2123776,10.938243,1.0677,0.5104,0.5508,1045.40,5.5
1038,2125824,10.788161,0.2771,0.3538,0.4761,724.65,10.75
1039,2127872,11.138970,0.7379,0.4039,0.4797,827.10,10.75
1040,2129920,10.682640,0.9878,0.4991,0.5464,1022.15,0.0
1041,2131968,10.128107,0.3856,0.4054,0.5002,830.24,10.75
1042,2134016,10.657938,0.4967,0.6155,0.5260,1260.61,5.25
1043,2136064,10.990321,0.3328,0.3465,0.4921,709.60,11.0
1044,2138112,10.887604,0.1849,0.4979,0.5112,1019.66,5.5
1045,2140160,10.360151,0.4618,0.3602,0.4673,737.71,10.75
1046,2142208,10.300983,0.6662,0.5287,0.5086,1082.81,0.0
1047,2144256,10.740149,0.3842,0.2218,0.3877,454.16,16.5
1048,2146304,10.950583,0.6383,0.4771,0.5408,977.00,2.25
1049,2148352,10.839525,-0.2008,0.2655,0.3850,543.79,19.25
1050,2150400,10.867246,0.3163,0.4046,0.5216,828.55,0.0
1051,2152448,10.897431,0.1976,0.4228,0.4662,865.85,16.25
1052,2154496,10.829111,0.3837,0.3186,0.4768,652.54,5.5
1053,2156544,10.930101,0.5619,0.5648,0.5150,1156.80,11.0
1054,2158592,10.563696,0.0790,0.3012,0.4545,616.88,5.25
1055,2160640,10.933232,0.9118,0.2786,0.5093,570.55,5.5
1056,2162688,10.767553,0.1952,0.4774,0.5070,977.75,3.75
1057,2164736,10.159220,0.0647,0.2856,0.4214,584.92,12.75
1058,2166784,9.969363,0.5082,0.3047,0.5099,624.06,5.5
1059,2168832,10.693385,0.2754,0.5347,0.5526,1095.03,0.0
1060,2170880,10.865110,1.2310,0.6084,0.5476,1246.07,0.0
1061,2172928,10.890083,0.1687,0.4145,0.5246,848.99,13.25
1062,2174976,10.603753,0.5392,0.4751,0.5433,972.96,8.75
1063,2177024,10.608150,0.6602,0.5813,0.5541,1190.60,5.0
1064,2179072,10.072432,0.0157,0.2904,0.4163,594.78,16.5
1065,2181120,10.292883,0.3934,0.6184,0.5013,1266.46,5.25
1066,2183168,10.582063,0.8424,0.2958,0.4504,605.74,16.5
1067,2185216,10.907530,0.5851,0.4558,0.5722,933.49,0.0
1068,2187264,10.449947,0.9509,0.5760,0.5735,1179.57,0.0
1069,2189312,10.550140,0.7022,0.4990,0.5482,1021.90,5.5
1070,2191360,10.995213,0.4596,0.5012,0.5200,1026.46,10.5
1071,2193408,10.955418,0.3090,0.3716,0.5093,761.06,6.0
1072,2195456,10.756986,0.6726,0.5845,0.5800,1197.12,0.0
1073,2197504,10.692982,1.2905,0.4602,0.5237,942.46,5.5
1074,2199552,10.527511,0.6210,0.4703,0.5432,963.28,5.5
1075,2201600,10.033988,0.9799,0.6080,0.5756,1245.28,5.25
1076,2203648,10.124074,0.4344,0.5157,0.5446,1056.10,5.5
1077,2205696,10.749499,0.7824,0.4501,0.5185,921.84,5.5
1078,2207744,10.488602,0.4645,0.4571,0.5282,936.15,5.5
1079,2209792,10.561147,1.3000,0.5175,0.5669,1059.88,5.5
1080,2211840,10.394773,0.4903,0.4048,0.5652,829.07,0.0
1081,2213888,10.657366,0.1762,0.5042,0.5003,1032.50,11.0
1082,2215936,10.774252,1.0286,0.4558,0.5856,933.50,0.0
1083,2217984,10.874638,1.1349,0.4559,0.5370,933.65,0.0
1084,2220032,10.413756,0.4335,0.3515,0.4897,719.83,10.75
1085,2222080,10.724002,0.3105,0.6310,0.5166,1292.28,5.5
1086,2224128,11.137087,0.2990,0.2685,0.3860,549.91,16.25
1087,2226176,10.706946,0.9544,0.4358,0.4907,892.45,5.5
1088,2228224,10.817148,0.8756,0.4037,0.5704,826.74,0.0
1089,2230272,10.689601,0.0698,0.5444,0.5339,1114.91,5.5
1090,2232320,10.857508,0.7141,0.3986,0.5345,816.24,5.5
1091,2234368,10.682734,0.4275,0.5161,0.4952,1056.88,16.25
1092,2236416,10.392452,0.8333,0.2955,0.4983,605.21,0.0
1093,2238464,10.788947,0.4416,0.5257,0.5250,1076.60,10.75
1094,2240512,10.953794,0.9063,0.4163,0.4971,852.51,0.0
1095,2242560,10.957716,0.1628,0.3449,0.5409,706.40,5.5
1096,2244608,10.926733,0.7765,0.3302,0.4961,676.28,0.0
1097,2246656,10.735882,0.4524,0.3649,0.5441,747.30,5.5
1098,2248704,10.844233,0.9065,0.4407,0.5381,902.59,5.5
1099,2250752,10.931782,0.6971,0.3019,0.4682,618.31,0.0
1100,2252800,10.643304,0.0462,0.1955,0.4019,400.44,5.5
1101,2254848,11.031159,0.3115,0.3255,0.5146,666.53,0.0
1102,2256896,11.062118,0.2976,0.3628,0.5109,743.05,0.0
1103,2258944,10.576627,0.5874,0.3675,0.5264,752.62,0.0
1104,2260992,10.273314,0.4941,0.4368,0.5619,894.54,5.5
1105,2263040,10.831247,0.1355,0.5119,0.5098,1048.36,5.5
1106,2265088,10.576573,0.1079,0.2574,0.4285,527.10,11.0
1107,2267136,10.948831,0.3210,0.3743,0.4909,766.66,5.5
1108,2269184,10.600834,0.0577,0.2412,0.4080,493.99,10.5
1109,2271232,10.932820,0.6797,0.4283,0.5349,877.17,5.5
1110,2273280,11.044209,0.5630,0.4909,0.5489,1005.27,0.0
1111,2275328,10.713069,0.6615,0.4867,0.4714,996.86,16.5
1112,2277376,9.740982,0.2685,0.3856,0.5229,789.69,0.0
1113,2279424,10.497014,1.5346,0.5576,0.5856,1141.88,0.0
1114,2281472,10.943308,0.3140,0.5372,0.5303,1100.09,5.5
1115,2283520,10.801772,0.6287,0.5362,0.5329,1098.05,5.5
1116,2285568,11.065284,0.8512,0.4977,0.5685,1019.22,5.5
1117,2287616,10.828233,0.6125,0.5526,0.5369,1131.75,5.5
1118,2289664,10.784944,0.6929,0.5491,0.5538,1124.61,5.25
1119,2291712,10.999941,0.6172,0.5220,0.5209,1068.97,11.0
1120,2293760,10.640424,0.4797,0.3333,0.4897,682.64,5.5
1121,2295808,10.623368,0.7443,0.5540,0.5896,1134.52,5.25
1122,2297856,11.021487,0.5755,0.4532,0.5851,928.16,0.0
1123,2299904,10.926357,0.8868,0.5594,0.5334,1145.72,0.0
1124,2301952,11.044474,0.1775,0.5861,0.5401,1200.40,0.0
1125,2304000,10.936821,0.3856,0.3733,0.4975,764.47,11.0
1126,2306048,10.832634,0.6364,0.3896,0.4982,797.84,5.5
1127,2308096,11.020609,0.7902,0.2749,0.4766,562.94,5.25
1128,2310144,10.726674,0.5256,0.4784,0.5817,979.85,0.0
1129,2312192,10.830021,0.3552,0.5634,0.5250,1153.75,10.75
1130,2314240,11.061547,0.8732,0.4020,0.5668,823.22,0.0
1131,2316288,10.824657,0.8216,0.4812,0.5361,985.57,5.5
1132,2318336,11.093562,0.3990,0.5081,0.5561,1040.60,0.0
1133,2320384,10.263689,0.3763,0.3823,0.4744,782.99,11.0
1134,2322432,10.518072,1.0946,0.4100,0.5610,839.70,5.25
1135,2324480,10.733161,0.1863,0.3665,0.4454,750.61,16.25
1136,2326528,10.841915,0.3709,0.3615,0.5087,740.40,5.5
1137,2328576,10.852812,0.6482,0.5092,0.5224,1042.83,5.5
1138,2330624,10.945331,0.2628,0.4120,0.4918,843.74,11.0
1139,2332672,10.716702,1.3235,0.3182,0.5001,651.62,0.0
1140,2334720,10.961199,-0.0795,0.4798,0.5000,982.65,5.5
1141,2336768,10.736699,0.1496,0.1641,0.3133,336.09,11.0
1142,2338816,10.986018,0.7856,0.4553,0.5698,932.40,0.0
1143,2340864,10.926186,0.5269,0.5333,0.4795,1092.20,16.25
1144,2342912,10.886276,0.2102,0.3910,0.4696,800.75,5.5
1145,2344960,10.824872,0.6681,0.4260,0.4852,872.36,11.0
1146,2347008,10.776680,0.2693,0.4881,0.5200,999.54,5.5
1147,2349056,10.558551,0.4158,0.3952,0.5061,809.42,11.0
1148,2351104,10.874145,0.7382,0.4968,0.6306,1017.45,0.0
1149,2353152,11.016518,0.2781,0.6690,0.5278,1370.20,1.0
1150,2355200,10.822605,0.4844,0.3670,0.4806,751.62,10.0
1151,2357248,10.750964,0.2386,0.5254,0.5003,1075.94,11.0
1152,2359296,10.619290,-0.0220,0.2628,0.4324,538.28,11.0
1153,2361344,10.736571,0.1931,0.3148,0.4547,644.67,0.0
1154,2363392,10.746934,0.0961,0.2637,0.4689,539.97,0.0
1155,2365440,10.047231,0.0638,0.2843,0.4477,582.24,10.75
1156,2367488,10.572634,0.2707,0.3307,0.4776,677.17,10.75
1157,2369536,10.499259,0.9892,0.5352,0.5702,1096.18,0.0
1158,2371584,10.665466,0.4218,0.3886,0.5205,795.92,10.75
1159,2373632,10.829919,0.6323,0.6035,0.5649,1236.05,5.25
1160,2375680,10.903050,0.3495,0.4420,0.4828,905.20,10.0
1161,2377728,10.696881,0.5390,0.3656,0.5021,748.75,6.25
1162,2379776,10.896510,1.1453,0.5797,0.5625,1187.32,5.25
1163,2381824,10.714149,0.3555,0.2454,0.4085,502.52,10.75
1164,2383872,10.861841,0.1206,0.2348,0.4863,480.90,0.0
1165,2385920,10.887046,0.4030,0.2506,0.4547,513.15,0.0
1166,2387968,10.675212,0.0649,0.1458,0.3179,298.56,10.75
1167,2390016,10.894679,0.6723,0.3639,0.5333,745.25,0.0
1168,2392064,9.876539,0.1858,0.3745,0.5070,766.89,5.5
1169,2394112,9.749108,0.3015,0.4437,0.4826,908.69,13.75
1170,2396160,10.141587,0.6981,0.3419,0.4562,700.26,8.0
1171,2398208,11.047628,0.4510,0.3407,0.4952,697.78,5.5
1172,2400256,9.960407,0.4087,0.4667,0.5058,955.86,7.0
1173,2402304,10.142191,0.5186,0.2369,0.4413,485.08,9.0
1174,2404352,10.852799,0.2137,0.4168,0.4629,853.56,11.75
1175,2406400,10.407189,0.5117,0.1961,0.4046,401.52,4.5
1176,2408448,10.842630,0.4112,0.2531,0.4798,518.30,0.0
1177,2410496,10.962738,0.0885,0.1858,0.3679,380.56,5.25
1178,2412544,10.813625,0.3095,0.2036,0.4404,416.93,0.0
1179,2414592,10.690818,0.2867,0.2460,0.4199,503.89,5.5
1180,2416640,11.012201,0.7852,0.4012,0.5696,821.75,0.0
1181,2418688,10.755907,0.8092,0.6208,0.5126,1271.30,5.5
1182,2420736,10.272602,0.4344,0.4287,0.4935,878.02,10.75
1183,2422784,10.989617,0.3757,0.4053,0.4904,829.99,5.5
1184,2424832,10.716264,0.5211,0.4945,0.5169,1012.70,11.0
1185,2426880,10.814226,0.7585,0.3441,0.4986,704.79,5.5
1186,2428928,10.911047,0.7913,0.5084,0.5485,1041.25,5.5
1187,2430976,11.036476,0.5962,0.4982,0.5479,1020.22,0.0
1188,2433024,10.685162,0.1541,0.2784,0.4597,570.09,16.5
1189,2435072,11.129418,0.6848,0.5532,0.5328,1132.97,0.0
1190,2437120,10.180567,0.6882,0.3135,0.4762,642.10,10.75
1191,2439168,10.208475,0.1352,0.4279,0.5085,876.36,0.0
1192,2441216,10.261901,0.2545,0.2256,0.4201,461.95,11.0
1193,2443264,11.025771,0.5177,0.4003,0.4989,819.80,5.5
1194,2445312,10.797025,0.5741,0.3945,0.5321,808.02,5.5
1195,2447360,10.507619,0.9787,0.5101,0.5592,1044.65,0.0
1196,2449408,10.370236,0.7287,0.3603,0.4454,737.96,16.5
1197,2451456,10.780538,0.5335,0.2707,0.4721,554.33,0.0
1198,2453504,10.652040,0.5123,0.4707,0.5730,963.98,5.25
1199,2455552,10.550634,0.8938,0.4530,0.5400,927.84,5.5
1200,2457600,10.023159,0.1773,0.3022,0.4790,618.85,0.0
1201,2459648,9.786779,0.1108,0.2607,0.4876,533.86,5.5
1202,2461696,10.109401,-0.0311,0.4201,0.5033,860.32,5.25
1203,2463744,10.641214,0.4102,0.3947,0.4937,808.33,10.75
1204,2465792,10.217666,0.5043,0.4057,0.5006,830.88,5.75
1205,2467840,9.796029,0.3461,0.3594,0.4881,736.09,10.75
1206,2469888,10.527411,-0.0842,0.1583,0.3204,324.27,5.5
1207,2471936,10.951142,0.2780,0.1263,0.3770,258.75,0.0
1208,2473984,10.560595,0.2885,0.1193,0.3125,244.40,5.25
1209,2476032,9.958981,0.3075,0.1695,0.3783,347.10,0.0
1210,2478080,10.707310,0.6389,0.2136,0.4728,437.46,5.25
1211,2480128,10.970029,0.4268,0.5604,0.5436,1147.60,0.0
1212,2482176,10.858261,0.8773,0.4075,0.5182,834.60,11.0
1213,2484224,10.783055,0.4411,0.5708,0.5009,1169.09,5.25
1214,2486272,10.663542,0.4346,0.4689,0.5381,960.33,5.5
1215,2488320,10.564436,0.2481,0.4528,0.4768,927.36,11.25
1216,2490368,10.978937,0.3164,0.4307,0.4845,882.09,16.25
1217,2492416,10.500582,0.5423,0.3812,0.5055,780.72,5.5
1218,2494464,10.759375,0.7328,0.5309,0.5400,1087.23,5.25
1219,2496512,10.763554,-0.0799,0.4492,0.5119,919.96,5.5
1220,2498560,10.685067,0.5623,0.2265,0.4310,463.77,10.75
1221,2500608,10.993748,0.3466,0.4235,0.5653,867.42,0.0
1222,2502656,10.869323,0.5844,0.4455,0.5576,912.40,0.0
1223,2504704,11.016688,0.3074,0.5097,0.5746,1043.80,0.0
1224,2506752,10.798796,0.8256,0.5682,0.5487,1163.75,5.5
1225,2508800,10.744698,1.6215,0.2837,0.5079,581.10,0.0
1226,2510848,10.602555,0.1898,0.5214,0.5222,1067.90,5.5
1227,2512896,10.392792,0.2749,0.3671,0.4924,751.84,11.0
1228,2514944,10.827703,0.0320,0.1215,0.2985,248.80,5.5
1229,2516992,10.633662,0.1922,0.2042,0.4153,418.25,0.0
1230,2519040,10.616566,0.0839,0.2404,0.4279,492.40,5.25
1231,2521088,10.417385,0.6025,0.2527,0.4923,517.45,5.5
1232,2523136,10.888832,0.6857,0.4448,0.5893,910.97,0.0
1233,2525184,10.071263,0.6914,0.5478,0.5440,1121.91,5.5
1234,2527232,10.121955,0.0419,0.4328,0.4861,886.46,11.0
1235,2529280,10.780551,0.7119,0.2031,0.4093,415.86,5.5
1236,2531328,10.857157,0.1704,0.2456,0.4764,502.92,0.0
1237,2533376,10.852770,-0.0503,0.2163,0.4224,443.06,5.5
1238,2535424,10.787611,0.0930,0.0270,0.1303,55.38,5.5
1239,2537472,10.865402,-0.0315,0.2441,0.4569,499.97,0.0
1240,2539520,10.846981,0.3063,0.3096,0.4574,634.01,11.25
1241,2541568,11.038908,0.2049,0.2341,0.4289,479.41,5.0
1242,2543616,10.477987,0.3170,0.4524,0.5459,926.55,0.0
1243,2545664,10.560468,0.5125,0.3690,0.5020,755.67,11.0
1244,2547712,10.729041,0.4078,0.3157,0.4332,646.64,10.75
1245,2549760,10.637860,0.4709,0.3181,0.4576,651.45,10.75
1246,2551808,10.553875,-0.0538,0.0763,0.2125,156.23,0.0
1247,2553856,10.427455,0.0630,0.1827,0.4128,374.10,0.0
1248,2555904,10.340898,0.1397,0.0494,0.2198,101.11,5.5
1249,2557952,10.364313,0.0307,0.1292,0.3151,264.51,5.5
1250,2560000,10.668718,0.0853,0.1438,0.3415,294.40,0.0
1251,2562048,10.712584,0.2198,0.0969,0.3481,198.35,0.0
1252,2564096,10.690677,-0.0026,0.0788,0.2605,161.30,0.0
1253,2566144,10.834934,0.2424,0.0712,0.2535,145.76,5.5
